"202","1","548","5","19495.00","Deposito","6/11/2014","Retiro que se Hizo de Coosajo para Abono a Bodega"
"203","1","318","5","5045.00","Deposito","6/11/2014","Retiro que se Hizo de Coosajo para Abono a Bodega"
"204","1","10","6","130000.00","Deposito","6/6/2014","Dos depositos de 65,000 en efectivo en gyt"
"206","1","309","2","20689.00","Efectivo","6/11/2014","Abono se le dio a gilder como abono a bodega"
"207","1","3971","2","450.00","Efectivo","6/11/2014","Abono se le dio a gilder como abono a bodega"
"208","1","15","3","200.00","Efectivo","6/16/2014","/"
"209","1","4577","3","450.00","Efectivo","6/16/2014","/"
"210","1","4806","24","800.00","Efectivo","6/16/2014","."
"211","1","2643","6","4235.00","Efectivo","6/16/2014","Deposito Banrural boleta 4691505"
"212","1","770","3","795.00","Deposito","6/17/2014","0"
"213","1","456","3","1200.00","Efectivo","6/17/2014","/"
"214","1","238","3","378.00","Efectivo","6/17/2014","/"
"215","1","238","3","66.00","Efectivo","6/17/2014","/"
"216","1","4554","3","144.00","Efectivo","6/17/2014","/"
"217","1","654","3","82.00","Efectivo","6/17/2014","/"
"219","1","352","25","611.61","Cheque","6/20/2014","disco duro de 1 TB Colegio Amigos"
"220","1","389","2","680.00","Deposito","6/23/2014","Deposito en banrural el dia viernes."
"221","1","143","3","310.00","Deposito","6/24/2014","Banrural 23/06/2014"
"222","1","48","3","14955.00","Deposito","6/24/2014","Banrural 23/04/2014 No 7377762"
"223","1","366","3","705.00","Deposito","6/25/2014","Boleta   66749"
"224","1","1235","3","1000.00","Efectivo","6/25/2014","/"
"225","1","3791","3","1000.00","Efectivo","6/26/2014","/"
"226","1","1650","3","4500.00","Deposito","6/26/2014","0091589 boleta banrural"
"227","1","391","25","1500.00","Efectivo","6/27/2014","/"
"228","1","962","3","3717.50","Deposito","6/27/2014","/"
"229","1","4577","3","470.00","Efectivo","6/27/2014","/"
"230","1","568","3","292.00","Efectivo","6/27/2014","/"
"231","1","4674","3","275.00","Efectivo","6/27/2014","/"
"232","1","872","27","5895.00","Cheque","7/1/2014","PAGO DVR 16 CANALES CHEQUE No. 04009545"
"233","1","872","25","3175.00","Cheque","7/1/2014","PAGO DE IMPREOSRA FX 890 CON  CHEQUE No. 0001018 BI"
"234","1","2348","2","937.50","Deposito","7/1/2014","Deposito Banrural 8906061 2 de julio"
"235","1","3120","24","958.00","Deposito","7/3/2014","hizo una transacciÃ³n el  25/06/14 del banco industrial a la cuenta de click banrural"
"236","1","4153","25","500.00","Efectivo","7/4/2014","abono en efectivo "
"237","1","4585","25","2000.00","Efectivo","7/4/2014","abono de portatil asus roja"
